cod_geral;area_geral;cod_especifica;area_especifica;cod_detalhada;area_detalhada;codigo;rotulo
08;Agricultura, silvicultura, pesca e veterinária;082;Silvicultura;0821;Silvicultura;0821E01;Engenharia florestal
08;Agricultura, silvicultura, pesca e veterinária;082;Silvicultura;0821;Silvicultura;0821S01;Silvicultura
08;Agricultura, silvicultura, pesca e veterinária;083;Pesca;0831;Pesca;0831A01;Aquicultura
08;Agricultura, silvicultura, pesca e veterinária;083;Pesca;0831;Pesca;0831E01;Engenharia de pesca
08;Agricultura, silvicultura, pesca e veterinária;083;Pesca;0831;Pesca;0831P01;Produção pesqueira
08;Agricultura, silvicultura, pesca e veterinária;084;Veterinária;0841;Veterinária;0841M01;Medicina veterinária
08;Agricultura, silvicultura, pesca e veterinária;088;Programas interdisciplinares abrangendo agricultura, silvicultura, pesca e veterinária;0888;Programas interdisciplinares abrangendo agricultura, silvicultura, pesca e veterinária;0888P01;Programas interdisciplinares abrangendo agricultura, silvicultura, pesca e veterinária
09;Saúde e bem-estar;091;Saúde;0911;Odontologia;0911O01;Odontologia
09;Saúde e bem-estar;091;Saúde;0912;Medicina;0912M01;Medicina
09;Saúde e bem-estar;091;Saúde;0913;Enfermagem e obstetrícia;0913E01;Enfermagem
09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0914O01;Oftálmica
09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0914O02;Optometria
09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0914P01;Prótese e órtese
09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0914R01;Radiologia
09;Saúde e bem-estar;091;Saúde;0915;Prevenção, terapia e reabilitação;0915E01;Educação física
09;Saúde e bem-estar;091;Saúde;0915;Prevenção, terapia e reabilitação;0915F01;Fisioterapia
09;Saúde e bem-estar;091;Saúde;0915;Prevenção, terapia e reabilitação;0915F02;Fonoaudiologia
09;Saúde e bem-estar;091;Saúde;0915;Prevenção, terapia e reabilitação;0915N01;Nutrição
09;Saúde e bem-estar;091;Saúde;0915;Prevenção, terapia e reabilitação;0915T01;Terapia ocupacional
09;Saúde e bem-estar;091;Saúde;0916;Farmácia;0916F01;Farmácia
09;Saúde e bem-estar;091;Saúde;0917;Medicina e terapia tradicional e complementar;0917P01;Práticas integrativas
09;Saúde e bem-estar;091;Saúde;0918;Saúde pública e saúde coletiva;0918S01;Saúde coletiva
09;Saúde e bem-estar;091;Saúde;0918;Saúde pública e saúde coletiva;0918S02;Saúde pública
09;Saúde e bem-estar;092;Bem-estar;0921;Assistência a idosos e a deficientes;0921A01;Assistência a idosos e a deficientes
09;Saúde e bem-estar;092;Bem-estar;0923;Serviço social;0923S01;Serviço social
09;Saúde e bem-estar;098;Programas interdisciplinares abrangendo saúde e bem-estar;0988;Programas interdisciplinares abrangendo saúde e bem-estar;0988P01;Programas interdisciplinares abrangendo saúde e bem-estar
10;Serviços;101;Serviços pessoais;1011;Serviços domésticos;1011E01;Economia doméstica
10;Serviços;101;Serviços pessoais;1012;Serviços de beleza;1012E01;Estética e cosmética
10;Serviços;101;Serviços pessoais;1013;Serviços de alimentação;1013G01;Gastronomia
10;Serviços;101;Serviços pessoais;1014;Esportes e lazer;1014F01;Formação de técnicos e treinadores esportivos
10;Serviços;101;Serviços pessoais;1014;Esportes e lazer;1014G01;Gestão desportiva e de lazer
10;Serviços;101;Serviços pessoais;1015;Turismo e hotelaria;1015E01;Eventos
10;Serviços;101;Serviços pessoais;1015;Turismo e hotelaria;1015H01;Hotelaria
10;Serviços;101;Serviços pessoais;1015;Turismo e hotelaria;1015T01;Turismo
10;Serviços;102;Higiene e serviços de saúde ocupacional;1022;Saúde e segurança no trabalho;1022S01;Segurança no trabalho
10;Serviços;103;Serviços de segurança;1031;Setor militar e de defesa;1031C01;Ciências militares
10;Serviços;103;Serviços de segurança;1032;Proteção de pessoas e de propriedades;1032I01;Investigação e perícia
10;Serviços;103;Serviços de segurança;1032;Proteção de pessoas e de propriedades;1032S01;Segurança no trânsito
10;Serviços;103;Serviços de segurança;1032;Proteção de pessoas e de propriedades;1032S02;Segurança privada
10;Serviços;103;Serviços de segurança;1032;Proteção de pessoas e de propriedades;1032S03;Segurança pública
10;Serviços;103;Serviços de segurança;1032;Proteção de pessoas e de propriedades;1032S04;Serviços penais
10;Serviços;104;Serviços de transporte;1041;Serviços de transporte;1041C01;Ciências aeronáuticas
10;Serviços;104;Serviços de transporte;1041;Serviços de transporte;1041G01;Gestão portuária
10;Serviços;104;Serviços de transporte;1041;Serviços de transporte;1041T01;Transporte aéreo
10;Serviços;104;Serviços de transporte;1041;Serviços de transporte;1041T02;Transporte terrestre
10;Serviços;108;Programas interdisciplinares abrangendo serviços;1088;Programas interdisciplinares abrangendo serviços;1088P01;Programas interdisciplinares abrangendo serviços
